,Gender2,Gender3,CountC,CountV,Start,End,start_letter,end_letter,plu_pattern,aug_vowel,source,derived_cat,semantic_cat,human,animate,semantic,sexgen
1206,Feminine,Feminine,3,2,1,0,z,a,No Plural,I,Native,Underived,,N,N,Body Parts & Functions,
1207,Masculine,Masculine,3,1,1,1,d,m,No Plural,I,Native,Underived,,N,N,Time,
1208,Masculine,Masculine,3,2,1,0,f,i,No Plural,I,Arabic-Assimilated,Underived,,N,N,Mind & Thought,
1209,Masculine,Neutral,3,1,1,0,g,i,Mixed,I,Native,Underived,,Y,Y,Social Relations,NonSpec
1210,Masculine,Masculine,4,2,1,1,m,s,External,I,Native,Underived,,N,N,Time,
1211,Feminine,Feminine,3,2,1,0,f,i,No Plural,I,Native,Underived,,N,N,Food & Drink,
1212,Feminine,Feminine,4,2,1,0,m,a,Mixed,I,Arabic-Assimilated,Underived,,N,N,Religion & Beliefs,
1213,Feminine,Feminine,3,2,1,0,z,i,Mixed,I,Native,Underived,,N,N,Food & Drink,
1214,Feminine,Feminine,4,0,1,1,m,d,External,I,Native,Underived,,N,Y,Physical World,NonSpec
1215,Masculine,Masculine,4,1,1,0,s,i,Internal,I,Native,Underived,,N,Y,Physical World,NonSpec
1216,Feminine,Feminine,5,0,1,1,l,z,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1217,Feminine,Feminine,4,1,1,0,l,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Sense Perception,
1218,Masculine,Masculine,5,1,1,1,l,n,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Physical Acts & Materials,
1219,Masculine,Masculine,3,1,1,1,l,m,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Motion & Transportation,
1220,Masculine,Masculine,4,2,1,1,d,k,No Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1221,Feminine,Feminine,3,1,0,1,a,r,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1222,Masculine,Masculine,3,2,0,1,a,j,No Plural,Zero,Native,Action Nouns,5-UNIT,N,N,Agriculture & Vegetation,
1223,Feminine,Feminine,1,2,0,0,a,a,No Plural,Zero,Native,Underived,,N,N,Language & Music,
1224,Feminine,Feminine,2,2,0,1,a,w,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1225,Masculine,Masculine,4,3,1,1,m,n,id Plural,Zero,Native,Underived,,Y,Y,Agriculture & Vegetation,NonSpec
1226,Masculine,Masculine,3,1,0,1,a,d,No Plural,Zero,Native,Underived,,N,N,Spatial Relations,
1227,Masculine,Masculine,4,2,0,1,a,l,External,Zero,Native,Underived,5-DIM,N,N,Clothing & Adornment,
1228,Masculine,Masculine,3,2,0,1,u,f,External,Zero,Native,Underived,,N,N,Body Parts & Functions,
1229,Feminine,Feminine,3,2,0,1,u,m,External,Zero,Native,Underived,1-AUG,N,N,Physical Acts & Materials,
1230,Masculine,Masculine,2,2,0,1,a,j,No Plural,Zero,Native,Underived,,N,N,Physical World,
1231,Feminine,Feminine,6,0,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Agriculture & Vegetation,
1232,Feminine,Feminine,3,2,0,1,u,m,External,Zero,Native,Ukris,1-AUG,N,N,Physical Acts & Materials,
1233,Masculine,Masculine,3,2,0,1,a,g,External,Zero,Native,Action Nouns,5-UNIT,N,N,Physical Acts & Materials,
1234,Masculine,Masculine,3,2,0,1,a,l,External,Zero,Native,Action Nouns,5-DIM,N,N,Physical Acts & Materials,
1235,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1236,Feminine,Feminine,3,1,1,0,l,i,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1237,Masculine,Masculine,3,2,0,1,a,f,No Plural,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1238,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1239,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1240,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1241,Masculine,Masculine,3,2,0,1,a,j,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1242,Masculine,Masculine,3,2,0,1,a,s,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1243,Feminine,Feminine,4,2,0,0,i,i,No Plural,Zero,Native,Result of Verbal Action - WIP,,N,N,Sense Perception,
1244,Masculine,Masculine,3,2,0,1,a,z,Internal,Zero,Arabic-Assimilated,Underived,5-UNIT,N,N,Food & Drink,
1245,Feminine,Feminine,5,3,0,0,i,a,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1246,Feminine,Feminine,2,2,0,0,a,i,No Plural,Zero,Native,Result of Verbal Action - WIP,,N,N,Emotion,
1247,Masculine,Masculine,4,2,1,1,ħ,n,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1248,Feminine,Feminine,4,0,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Language & Music,
1249,Masculine,Masculine,2,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1250,Masculine,Masculine,4,1,1,1,l,ħ,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Language & Music,
1251,Masculine,Masculine,3,2,0,1,a,j,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1252,Masculine,Masculine,3,2,0,1,a,b,External,Zero,Arabic-Assimilated,Underived,5-POLY,Y,Y,Social Relations,NonSpec
1253,Masculine,Masculine,3,2,0,1,a,g,No Plural,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1254,Feminine,Feminine,4,2,0,0,u,a,No Plural,Zero,Arabic-Assimilated,Action Nouns,,N,N,Social Relations,
1255,Masculine,Masculine,4,0,1,1,l,f,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Motion & Transportation,
1256,Feminine,Feminine,3,2,0,1,a,s,External,Zero,Native,Instrumental Nouns,,N,N,Physical Acts & Materials,
1257,Feminine,Feminine,2,2,0,1,a,j,External,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1258,Masculine,Masculine,3,2,0,1,a,s,No Plural,Zero,Native,Action Nouns,,N,N,Sense Perception,
1259,Masculine,Masculine,3,2,0,1,u,s,External,Zero,Native,Ukris,5-DIM,N,N,Physical Acts & Materials,
1260,Masculine,Masculine,2,2,0,1,a,r,Mixed,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1261,Masculine,Neutral,3,2,0,1,u,l,External,Zero,Native,Agentives,,Y,Y,Sense Perception,NonSpec
1262,Masculine,Masculine,2,1,0,1,i,d,External,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1263,Feminine,Feminine,3,1,0,1,i,s,Internal,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1264,Masculine,Masculine,3,2,0,1,a,s,External,Zero,Native,Action Nouns,5-UNIT,N,N,Body Parts & Functions,
1265,Feminine,Feminine,1,2,0,0,a,a,No Plural,Zero,Native,Underived,,N,N,Spatial Relations,
1266,Masculine,Masculine,1,1,0,1,i,r,Mixed,Zero,Native,Underived,,N,N,Spatial Relations,
1267,Masculine,Neutral,2,2,0,1,a,d,External,Zero,Native,Underived,,N,Y,Animals,NonSpec
1268,Masculine,Masculine,1,2,0,0,i,i,Mixed,Zero,Native,Underived,5-DIM ,N,N,Body Parts & Functions,
1269,Feminine,Feminine,3,2,0,1,a,ʁ,External,Zero,Native,Underived,1-AUG,N,N,Physical World,
1270,Masculine,Masculine,2,2,0,1,i,l,Mixed,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1271,Feminine,Feminine,3,2,0,1,a,r,No Plural,Zero,Native,Underived,,N,N,Sense Perception,
1272,Feminine,Feminine,4,3,0,1,a,j,No Plural,Zero,Native,Underived,,N,N,Sense Perception,
1273,Masculine,Masculine,2,2,0,1,u,n,Mixed,Zero,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
1274,Feminine,Feminine,3,1,0,1,a,s,Internal,Zero,Native,Underived,,N,N,Clothing & Adornment,
1275,Masculine,Masculine,2,1,0,1,i,d,No Plural,Zero,Native,Underived,,N,N,Physical Acts & Materials,
1276,Masculine,Neutral,3,1,0,1,u,n,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1277,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Tifrdi,,N,N,Sense Perception,
1278,Masculine,Masculine,2,1,0,1,i,r,Mixed,Zero,Native,Underived,,N,N,Physical World,
1279,Masculine,Masculine,2,2,0,1,u,r,External,Zero,Native,Underived,,N,N,Language & Music,
1280,Masculine,Masculine,2,2,0,1,a,z,No Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1281,Masculine,Masculine,3,2,0,0,a,a,Mixed,Zero,Native,Underived,5-DIM,N,N,Sense Perception,
1282,Masculine,Masculine,4,2,1,1,m,s,No Plural,Zero,Native,Underived,,N,N,Animals,
1283,Masculine,Masculine,3,2,0,1,a,s,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1284,Masculine,Masculine,3,2,0,1,a,r,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1285,Masculine,Masculine,3,1,1,0,b,i,Internal,Zero,Unknown,Underived,,N,N,Emotion,
1286,Masculine,Neutral,2,2,0,0,a,i,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1287,Masculine,Neutral,3,2,0,1,u,j,External,Zero,Native,Underived,,N,Y,Animals,NonSpec
1288,Masculine,Masculine,5,1,1,1,b,ʒ,id Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1289,Masculine,Masculine,1,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,N,Spatial Relations,
1290,Feminine,Feminine,3,2,0,1,a,j,External,Zero,Native,Underived,1-AUG,N,N,Agriculture & Vegetation,
1291,Masculine,Masculine,1,1,0,1,u,l,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1292,Feminine,Feminine,4,0,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Social Relations,
1293,Feminine,Feminine,2,2,0,0,u,u,Mixed,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1294,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1295,Feminine,Feminine,6,2,1,0,t,a,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Emotion,
1296,Feminine,Feminine,1,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,N,Physical World,
1297,Masculine,Masculine,3,2,0,1,a,r,External,Zero,Native,Underived,5-DIM,N,N,Physical World,
1298,Feminine,Feminine,4,1,1,1,l,m,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Mind & Thought,
1299,Masculine,Masculine,4,1,1,1,l,b,Internal,Zero,Arabic-Unassimilated,Underived,,N,N,Possession & Trade,
1300,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Mind & Thought,
1301,Masculine,Masculine,3,1,1,0,l,i,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Physical Acts & Materials,
1302,Masculine,Masculine,2,2,0,1,u,w,External,Zero,Native,Underived,,N,N,Quantity & Number,
1303,Masculine,Masculine,2,1,0,1,i,k,Mixed,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1304,Feminine,Feminine,3,2,0,0,a,i,No Plural,Zero,Native,Action Nouns,,N,N,Sense Perception,
1305,Masculine,Masculine,3,2,0,1,a,j,External,Zero,Native,Action Nouns,5-DIM,N,N,Physical Acts & Materials,
1306,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1307,Feminine,Feminine,2,3,0,0,i,a,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1308,Masculine,Neutral,3,2,0,1,a,w,External,Zero,Native,Underived,,Y,Y,Mankind,NonSpec
1309,Feminine,Feminine,2,3,0,0,a,i,No Plural,Zero,Native,Action Nouns,,N,N,Dwellings & Furniture,
1310,Masculine,Masculine,5,2,1,1,b,z,id Plural,Zero,Native,Underived,,Y,Y,Emotion,NonSpec
1311,Masculine,Masculine,2,1,0,1,a,l,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1312,Masculine,Masculine,2,2,0,1,a,s,External,Zero,Native,Underived,5-DIM,N,N,Food & Drink,
1313,Masculine,Masculine,3,2,1,0,ʁ,u,No Plural,Zero,Native,Action Nouns,,N,N,Emotion,
1314,Masculine,Masculine,2,1,0,1,a,s,Mixed,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1315,Masculine,Masculine,3,1,1,0,r,a,No Plural,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1316,Masculine,Masculine,2,2,0,1,u,f,No Plural,Zero,Native,Action Nouns,,N,N,Agriculture & Vegetation,
1317,Masculine,Masculine,2,2,0,1,u,z,No Plural,Zero,Native,Action Nouns,,N,N,Motion & Transportation,
1318,Masculine,Masculine,3,2,0,1,u,g,External,Zero,Native,Underived,5-DIM,N,N,Physical World,
1319,Masculine,Masculine,2,2,1,0,b,i,No Plural,Zero,Unknown,Underived,,N,Y,Animals,NonSpec
1320,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Action Nouns,,N,N,Language & Music,
1321,Feminine,Feminine,1,2,0,0,a,i,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1322,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Action Nouns,,N,N,Possession & Trade,
1323,Feminine,Feminine,5,2,1,0,t,a,No Plural,Zero,Unknown,Underived,,N,N,Food & Drink,
1324,Masculine,Masculine,3,2,0,1,a,n,No Plural,Zero,Native,Action Nouns,,N,N,Body Parts & Functions,
1325,Feminine,Feminine,4,3,0,1,a,l,No Plural,Zero,Native,Underived,,N,N,Sense Perception,
1326,Masculine,Neutral,2,2,0,0,a,a,External,Zero,Native,Result of Verbal Action - WIP,,N,N,Language & Music,
1327,Masculine,Masculine,3,2,0,1,a,d,External,Zero,Native,Underived,,N,Y,Animals,NonSpec
1328,Feminine,Feminine,4,2,0,1,a,j,No Plural,Zero,Native,Underived,,N,N,Emotion,
1329,Feminine,Feminine,3,2,0,0,i,i,No Plural,Zero,Native,Tifrdi,,N,N,Physical Acts & Materials,
1330,Masculine,Masculine,2,2,0,1,u,m,No Plural,Zero,Native,Action Nouns,,N,N,Agriculture & Vegetation,
1331,Feminine,Feminine,4,1,1,1,l,b,No Plural,Zero,Arabic-Assimilated,Underived,,N,Y,Animals,NonSpec
1332,Feminine,Feminine,3,2,0,1,u,g,No Plural,Zero,Native,Stative Noun - WIP,,N,N,Spatial Relations,
1333,Feminine,Feminine,3,2,0,1,a,j,No Plural,Zero,Native,Stative Noun - WIP,,N,N,Body Parts & Functions,
1334,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Clothing & Adornment,
1335,Feminine,Feminine,3,2,0,1,a,z,External,Zero,Native,Underived,,N,N,Spatial Relations,
1336,Feminine,Feminine,6,1,0,1,a,r,External,Zero,Arabic-Assimilated,Instrumental Nouns,,N,N,Religion & Beliefs,
1337,Masculine,Neutral,3,2,0,1,a,n,External,Zero,Native,Underived,,Y,Y,Mankind,NonSpec
1338,Feminine,Feminine,4,2,0,1,a,z,No Plural,Zero,Native,Stative Noun - WIP,,N,N,Food & Drink,
1339,Masculine,Masculine,3,3,0,0,a,u,No Plural,Zero,Native,Stative Noun - WIP,,N,N,Body Parts & Functions,
1340,Masculine,Neutral,3,2,0,1,u,j,External,Zero,Native,Stative Noun - WIP,,Y,Y,Quantity & Number,NonSpec
1341,Masculine,Masculine,2,2,0,1,i,r,Mixed,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1342,Masculine,Masculine,4,0,1,1,r,g,Internal,Zero,Native,Underived,,N,N,Physical World,
1343,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Motion & Transportation,
1344,Masculine,Masculine,5,2,1,0,b,a,id Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1345,Feminine,Feminine,1,2,0,0,i,i,Mixed,Zero,Native,Underived,,N,N,Physical World,
1346,Feminine,Feminine,3,3,0,0,i,i,No Plural,Zero,Native,Stative Noun - WIP,,N,N,Motion & Transportation,
1347,Feminine,Feminine,4,1,0,1,u,m,No Plural,Zero,Native,Underived,,N,N,Dwellings & Furniture,
1348,Masculine,Masculine,2,2,0,0,i,i,Mixed,Zero,Native,Underived,5-DIM,N,N,Physical World,
1349,Feminine,Feminine,4,1,1,1,d,ʃ,No Plural,Zero,Arabic-Unassimilated,Action Nouns,,N,N,Emotion,
1350,Masculine,Masculine,3,2,0,1,a,d,No Plural,Zero,Native,Action Nouns,,N,N,Physical Acts & Materials,
1351,Feminine,Feminine,4,1,1,1,r,j,No Plural,Zero,Native,Action Nouns,,N,N,Emotion,
1352,Feminine,Feminine,4,0,1,1,l,m,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Physical World,
1353,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Dwellings & Furniture,
1354,Feminine,Feminine,3,2,0,0,u,a,No Plural,Zero,Native,Action Nouns,,N,N,Dwellings & Furniture,
1355,Feminine,Feminine,2,2,0,1,a,r,External,Zero,Native,Underived,1-AUG,N,N,Agriculture & Vegetation,
1356,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Action Nouns,,N,N,Clothing & Adornment,
1357,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Native,Occupational Nouns,,Y,Y,Motion & Transportation,Female
1358,Masculine,Masculine,3,2,0,1,u,d,No Plural,Zero,Native,Ukris,,N,N,Time,
1359,Feminine,Feminine,2,3,0,0,i,a,No Plural,Zero,Native,Underived,,N,N,Time,
1360,Masculine,Masculine,2,2,0,1,a,f,Mixed,Zero,Native,Underived,,N,N,Physical World,
1361,Feminine,Feminine,1,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1362,Masculine,Masculine,2,2,0,1,a,m,Mixed,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1363,Feminine,Feminine,2,2,0,1,a,n,External,Zero,Native,Underived,,N,N,Physical World,
1364,Masculine,Masculine,2,2,0,1,a,d,Internal,Zero,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1365,Feminine,Feminine,2,1,0,1,a,r,Internal,Zero,Native,Underived,,N,N,Food & Drink,
1366,Feminine,Feminine,2,2,0,0,u,i,Mixed,Zero,Native,Underived,1-AUG,N,Y,Animals,NonSpec
1367,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Tifrdi,,N,N,Physical Acts & Materials,
1368,Masculine,Masculine,2,2,0,0,i,i,Mixed,Zero,Native,Underived,,N,N,Clothing & Adornment,
1369,Masculine,Masculine,3,2,0,0,i,i,Mixed,Zero,Native,Underived,,N,N,Spatial Relations,
1370,Masculine,Masculine,3,2,0,1,a,s,No Plural,Zero,Native,Action Nouns,,N,N,Food & Drink,
1371,Masculine,Masculine,2,2,0,0,i,i,Internal,Zero,Native,Instrumental Nouns,5-DIM,N,N,Clothing & Adornment,
1372,Feminine,Feminine,3,2,0,1,u,f,External,Zero,Native,Ukris,,N,N,Food & Drink,
1373,Feminine,Feminine,2,2,0,1,i,f,No Plural,Zero,Native,Action Nouns,,N,N,Warfare & Hunting,
1374,Masculine,Masculine,2,2,0,1,a,f,No Plural,Zero,Native,Action Nouns,,N,N,Warfare & Hunting,
1375,Masculine,Masculine,2,2,0,1,a,r,No Plural,Zero,Native,Underived,,N,N,Physical World,
1376,Feminine,Feminine,3,2,0,1,a,j,External,Zero,Native,Underived,,N,N,Body Parts & Functions,
1377,Feminine,Feminine,3,2,0,1,u,m,External,Zero,Native,Underived,1-AUG,N,N,Quantity & Number,
1378,Masculine,Masculine,2,2,0,0,a,a,Mixed,Zero,Native,Underived,5-DIM,N,N,Agriculture & Vegetation,
1379,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Food & Drink,
1380,Feminine,Feminine,3,2,0,1,a,t,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1381,Masculine,Masculine,5,2,1,0,h,u,id Plural,Zero,Unknown,Underived,,Y,Y,Mankind,NonSpec
1382,Feminine,Feminine,2,3,0,0,i,i,Mixed,Zero,Native,Underived,1-AUG,N,N,Quantity & Number,
1383,Feminine,Feminine,2,2,1,0,f,a,Mixed,Zero,Native,Underived,1-AUG,N,N,Agriculture & Vegetation,
1384,Feminine,Feminine,3,2,0,1,a,r,No Plural,Zero,Native,Underived,,N,N,Quantity & Number,
1385,Feminine,Feminine,2,2,0,0,i,i,No Plural,Zero,Native,Tifrdi,,N,N,Quantity & Number,
1386,Masculine,Masculine,1,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1387,Feminine,Feminine,3,1,0,1,u,ʁ,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1388,Feminine,Feminine,3,2,0,1,a,r,No Plural,Zero,Native,Action Nouns,,N,N,Mind & Thought,
1389,Feminine,Feminine,2,1,0,1,a,d,Internal,Zero,Native,Underived,1-AUG,N,N,Physical Acts & Materials,
1390,Feminine,Feminine,3,2,0,1,a,j,External,Zero,Native,Action Nouns,,N,N,Spatial Relations,
1391,Masculine,Masculine,5,1,1,1,b,d,id Plural,Zero,Native,Underived,,N,Y,Animals,NonSpec
1392,Feminine,Feminine,2,3,0,0,a,i,No Plural,Zero,Native,Action Nouns,,N,N,Social Relations,
1393,Feminine,Feminine,3,1,0,1,a,s,No Plural,Zero,Native,Underived,,N,N,Time,
1394,Masculine,Masculine,2,2,0,1,a,ʃ,Internal,Zero,Native,Underived,,N,Y,Animals,NonSpec
1395,Masculine,Masculine,4,1,1,0,h,a,id Plural,Zero,Native,Underived,,Y,Y,Religion & Beliefs,Male
1396,Masculine,Masculine,6,2,1,1,b,n,id Plural,Zero,Native,Underived,,Y,Y,Religion & Beliefs,Male
1397,Masculine,Masculine,9,2,1,1,m,t,id Plural,Zero,Native,Underived,,Y,Y,Social Relations,NonSpec
1398,Masculine,Masculine,0,0,0,0,,,Only Plural,Zero,Native,Action Nouns,,N,N,Language & Music,
1399,Masculine,Masculine,3,2,1,1,l,r,External,Zero,Arabic-Assimilated,Underived,5-DIM,N,N,Language & Music,
1400,Feminine,Feminine,3,3,0,0,i,i,No Plural,Zero,Native,Action Nouns,,N,N,Quantity & Number,
1401,Feminine,Feminine,4,1,1,1,ʃ,r,No Plural,Zero,Arabic-Unassimilated,Action Nouns,,N,N,Mind & Thought,
1402,Masculine,Masculine,4,2,1,1,l,m,No Plural,Zero,Arabic-Unassimilated,Underived,,N,N,Religion & Beliefs,
1403,Feminine,Feminine,4,3,1,0,l,a,No Plural,Zero,Arabic-Assimilated,Action Nouns,,N,N,Emotion,
1404,Masculine,Masculine,4,2,1,1,s,ʁ,No Plural,Zero,Native,Unknown,,N,N,Body Parts & Functions,
1405,Feminine,Feminine,3,2,0,1,a,j,External,Zero,Native,Action Nouns,,N,N,Language & Music,
1406,Masculine,Masculine,4,1,1,1,r,q,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1407,Masculine,Masculine,2,1,0,1,a,s,Mixed,Zero,Native,Underived,,N,N,Time,
1408,Masculine,Neutral,2,2,0,1,u,j,External,Zero,Native,Underived,,Y,Y,Social Relations,NonSpec
1409,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Agriculture & Vegetation,
1410,Feminine,Feminine,5,1,1,1,l,t,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Emotion,
1411,Masculine,Masculine,3,2,0,1,a,r,External,Zero,Native,Underived,5-DIM,N,N,Physical Acts & Materials,
1412,Masculine,Masculine,2,1,0,1,i,s,Mixed,Zero,Native,Underived,5-DIM,N,N,Language & Music,
1413,Feminine,Feminine,2,2,0,0,u,u,No Plural,Zero,Native,Underived,,N,N,Quantity & Number,
1414,Masculine,Masculine,3,2,0,1,a,d,No Plural,Zero,Native,Unknown,,N,Y,Animals,NonSpec
1415,Masculine,Masculine,2,2,0,1,u,ʁ,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1416,Masculine,Masculine,1,2,0,0,u,u,No Plural,Zero,Native,Underived,,N,N,Clothing & Adornment,
1417,Masculine,Masculine,3,2,0,1,a,r,External,Zero,Native,Underived,5-DIM,N,N,Body Parts & Functions,
1418,Masculine,Masculine,3,2,0,1,a,s,External,Zero,Native,Action Nouns,5-DIM,N,N,Physical Acts & Materials,
1419,Masculine,Neutral,3,1,1,1,w,l,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1420,Masculine,Neutral,2,1,0,1,i,m,Mixed,Zero,Native,Underived,,N,Y,Animals,NonSpec
1421,Masculine,Masculine,3,1,1,0,l,i,No Plural,Zero,Arabic-Assimilated,Underived,,N,N,Possession & Trade,
1422,Feminine,Feminine,3,2,0,1,a,j,No Plural,Zero,Native,Action Nouns,,N,N,Quantity & Number,
1423,Feminine,Feminine,2,2,0,1,u,w,External,Zero,Native,Action Nouns,,N,N,Sense Perception,
1424,Feminine,Feminine,2,2,0,1,i,w,External,Zero,Native,Action Nouns,,N,N,Sense Perception,
1425,Feminine,Feminine,2,2,0,1,a,ʁ,No Plural,Zero,Native,Action Nouns,,N,N,Warfare & Hunting,
1426,Masculine,Masculine,2,2,0,0,a,a,Mixed,Zero,Native,Underived,,N,N,Body Parts & Functions,
1427,Feminine,Feminine,3,2,0,0,i,i,No Plural,Zero,Native,Underived,,N,N,Body Parts & Functions,
1428,Masculine,Neutral,3,1,1,1,w,ʃ,id Plural,Zero,Native,Underived,,Y,Y,Emotion,NonSpec
1429,Masculine,Masculine,3,1,0,1,a,m,Mixed,Zero,Native,Underived,,Y,Y,Mankind,Male
1430,Feminine,Feminine,0,0,0,0,,,Only Plural,Zero,Native,Underived,,N,N,Emotion,
1431,Feminine,Feminine,5,1,1,1,l,r,No Plural,Zero,Arabic-Assimilated,Action Nouns,,N,N,Emotion,
1432,Feminine,Feminine,3,2,0,0,a,a,No Plural,Zero,Native,Action Nouns,,N,N,Animals,
1433,Feminine,Feminine,2,2,0,0,i,a,No Plural,Zero,Native,Underived,,N,N,Language & Music,
1434,Feminine,Feminine,3,2,0,0,i,i,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1435,Feminine,Feminine,3,1,0,1,a,n,No Plural,Zero,Native,Underived,,N,N,Food & Drink,
1436,Masculine,Masculine,2,1,0,1,i,d,Mixed,Zero,Native,Underived,,N,N,Quantity & Number,
1437,Masculine,Masculine,3,2,0,1,a,r,Mixed,Zero,Native,Underived,,N,N,Time,
1438,Masculine,Masculine,4,2,1,1,m,n,id Plural,Zero,Unknown,Underived,,Y,Y,Emotion,NonSpec
1439,Masculine,Masculine,4,0,1,1,t,z,No Plural,Zero,Native,Underived,,N,N,Emotion,
1440,Masculine,Masculine,3,2,0,1,u,ʃ,External,Zero,Native,Ukris,5-DIM,N,N,Food & Drink,
1441,Masculine,Masculine,3,2,0,1,u,b,External,Zero,Native,Underived,,N,N,Agriculture & Vegetation,
1442,Masculine,Masculine,1,2,0,0,i,i,Mixed,Zero,Native,Underived,5-DIM,N,N,Animals,
1443,Masculine,Masculine,2,2,0,1,u,d,External,Zero,Native,Underived,,N,Y,Animals,NonSpec
