y_analysisGender2Category,y_analysisGender3Category,analysisHasSecondaryMorphYN,analysisMutability,m_analysisPluralPattern,m_analysisRAugVowel,analysisSemanticCoreYN,analysisSingularTheme,p_analysisThemeCV,p_analysisThemeFinalSegment,p_analysisThemeInitialSegment,s_lexiconAnimateYN,lexiconGlossEnglish,lexiconGlossFrench,s_lexiconHumanYN,m_lexiconLoanwordSource,s_lexiconSemanticField,s_lexiconSexGender,recordID,m_wordDerivedCategory,wordLexBitVector,m_wordNumSemanticCategory
Masculine,Masculine,,Fixed-Masc,Mixed,I,Y,smg,CCC,g,s,Y,slave,esclave,Y,Native,Social Relations,Male,773,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,mgr,CCC,r,m,N,sickle,faucille,N,Native,Agriculture & Vegetation,,969,Instrumental Nouns,1111-0000,
Masculine,Neutral,,Neutral,Mixed,I,Y,sli,CCV,i,s,Y,fiancé,fiancé,Y,Native,Mankind,NonSpec,988,Underived,1111-1111,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,fili,CVCV,i,f,N,thread,fil,N,Native,Physical Acts & Materials,,998,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,gri,CCV,i,g,N,gleaning,glanage,N,Native,Agriculture & Vegetation,,1097,Action Nouns,0000-1100,
Masculine,Neutral,,Neutral,Mixed,I,Y,mgri,CCCV,i,m,Y,gleaner,glaneur,Y,Native,Agriculture & Vegetation,NonSpec,1100,Agentives,1111-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,!fizza,CVCCV,a,f,N,"chewing gum, resin which chews","gomme à mâcher, résine qu'on mâche",N,Native,Food & Drink,,1103,Underived,0000-1100,
Feminine,Feminine,Yes,Variable-Fem,Internal,I,N,mqqi,CCCV,i,m,N,drop,goutte,N,Native,Quantity & Number,,1110,Underived,1111-1111,1-AUG
Masculine,Masculine,Yes,Variable-Masc,Internal,I,N,ʃnbi,CCCV,i,ʃ,N,big hole,grand trou,N,Native,Physical World,,1120,Underived,1111-1111,5-DIM
Feminine,Feminine,Yes,Variable-Fem,Internal,I,N,ssgni,CCCCV,i,s,N,minute hand,grande aiguille,N,Native,Time,,1121,Instrumental Nouns,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,brgmmi,CCCCCV,i,b,N,big house,grande maison,N,Native,Dwellings & Furniture,,1125,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,!kizzi,CVCCV,i,k,N,grinding,grincement,N,Native,Physical Acts & Materials,,1136,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,I,N,frsi,CCCV,i,f,N,big board,grosse planche,N,Native,Physical Acts & Materials,,1146,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,fri,CCV,i,f,N,cave,grotte,N,Native,Physical World,,1147,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mlsi,CCCV,i,m,N,clothes,habits,N,Native,Clothing & Adornment,,1160,Action Nouns,0000-1100,
Masculine,Neutral,,Neutral,External,I,Y,glgiz,CCCVC,z,g,Y,cockchafer beetle,hanneton,N,Native,Animals,NonSpec,1168,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,zri,CCV,i,z,N,mugwort,armoise,N,Native,Agriculture & Vegetation,,1171,Underived,1100-0000,
Masculine,Neutral,,Neutral,Mixed,I,Y,mkkisi,CCCVCV,i,m,Y,heir,héritier,Y,Native,Possession & Trade,NonSpec,1177,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,fis,CVC,s,f,Y,hyena,hyène,N,Native,Animals,NonSpec,1191,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,liwi,CVCV,i,l,N,intestine,intestin,N,Native,Body Parts & Functions,,1207,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,Mixed,I,Y,mkiri,CCVCV,i,m,Y,day laborer,journalier,Y,Arabic-Assimilated,Possession & Trade,NonSpec,1233,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,rid,CVC,d,r,N,washing,lavage,N,Native,Clothing & Adornment,,1256,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,ʁri,CCV,i,ʁ,N,"reading, studies","lecture, études",N,Native,Language & Music,,1261,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,fssi,CCCV,i,f,N,lightness,légéreté,N,Native,Quantity & Number,,1262,Underived,0000-1100,
Masculine,Neutral,,Neutral,External,I,Y,qʒdr,CCCC,r,q,Y,lizard,lézard,N,Native,Animals,NonSpec,1268,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,brdi,CCCV,i,b,N,rag,loque,N,Native,Physical Acts & Materials,,1281,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,miʁ,CVC,ʁ,m,N,"fight, fight action","lutte, action de se battre",N,Native,Warfare & Hunting,,1297,Action Nouns,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,sddi,CCCV,i,s,N,"leanness, thinness","maigreur, minceur",N,Native,Spatial Relations,,1304,Tifrdi,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,I,N,gmmi,CCCV,i,g,N,home,maison,N,Native,Dwellings & Furniture,,1308,Underived,0000-1111,
Feminine,Feminine,Yes,Variable-Fem,External,I,N,kin,CVC,n,k,N,cooking pot,marmite,N,Native,Food & Drink,,1333,Underived,1111-1111,1-AUG
Feminine,Feminine,Yes,Variable-Fem,Internal,I,N,frdi,CCCV,i,f,N,"member of a pair of things (e.g., shoes, socks)",membre d'une paire,N,Native,Quantity & Number,,1355,Underived,1111-1111,1-AUG
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,mtʃi,CCCV,i,m,N,"moth, moth","mite, teigne",N,Native,Animals,,1386,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,!zikki,CVCCV,i,z,Y,sparrow,moineau,N,Native,Animals,NonSpec,1387,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,gri,CCV,i,g,N,assembly (loom),montage (métier à tisser),N,Native,Clothing & Adornment,,1396,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,gri,CCV,i,g,Y,mussels,moules,N,Native,Animals,NonSpec,1422,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,dili,CVCV,i,d,N,black,noir,N,Native,Sense Perception,,1459,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,sm,CC,m,s,N,name,nom,N,Arabic-Assimilated,Language & Music,,1462,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,mzdi,CCCV,i,m,Y,"guest, an invited person",convive,Y,Native,Social Relations,NonSpec,1474,Underived,1111-0000,
Masculine,Neutral,,Neutral,Mixed,I,Y,ħiħi,CVCV,i,ħ,Y,Haha native (region of Morocco),originaire de Haha (région du Maroc),Y,Native,Social Relations,NonSpec,1505,Adjective Of Origin,1111-1111,
Masculine,Neutral,,Neutral,External,I,Y,gigil,CVCVC,l,g,Y,orphan,orphelin,Y,Native,Mankind,NonSpec,1507,Underived,1111-1111,
Feminine,Feminine,,Fixed-Fem,Mixed,I,N,fdni,CCCV,i,f,N,toe,orteil,N,Native,Body Parts & Functions,,1508,Underived,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,Internal,I,N,fnzi,CCCV,i,f,N,"toe, hoof","orteil, sabot",N,Native,Body Parts & Functions,,1509,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,χs,CC,s,χ,N,bone,os,N,Native,Body Parts & Functions,,1510,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,billu,CVCCV,u,b,N,"part of a dress than hangs down, bang",pan,N,Native,Clothing & Adornment,,1529,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,frdi,CCCV,i,f,N,pasture grazing action of eating (animals),"pâture, pâturage, action de manger (animaux)",N,Native,Agriculture & Vegetation,,1552,Tifrdi,0000-1100,
Feminine,Feminine,,Fixed-Fem,Internal,I,N,dikl,CVCC,l,d,N,palm,paume de la main,N,Native,Body Parts & Functions,,1553,Underived,0000-1111,
Masculine,Neutral,,Neutral,External,I,Y,gllin,CCCVC,n,g,Y,"poor, pitiful","pauvre, pitoyable",Y,Native,Emotion,NonSpec,1555,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,lm,CC,m,l,N,skin,peau,N,Native,Body Parts & Functions,,1557,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,frkki,CCCCV,i,f,N,"film, crust","pellicule, croûte",N,Native,Food & Drink,,1570,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,External,I,N,mʒiwʒ,CCVCC,ʒ,m,N,small tornado,petite tornade,N,Native,Physical World,,1597,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,nk,CC,k,n,N,stone fireplace,pierre au foyer,N,Native,Dwellings & Furniture,,1605,Underived,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,External,I,N,fifl,CVCC,l,f,N,chili (du),piment (du),N,Native,Food & Drink,,1614,Underived,1100-1111,5-UNIT
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,fzi,CCV,i,f,N,species of mugwort,espèce d'armoise,N,Native,Agriculture & Vegetation,,1635,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,!nidi,CVCV,i,n,N,fold,pli,N,Native,Spatial Relations,,1640,Action Nouns,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,zli,CCV,i,z,N,poem,poème,N,Native,Language & Music,,1649,Underived,1111-0000,
Feminine,Feminine,Yes,Variable-Fem,Mixed,I,N,flu,CCV,u,f,N,portal,portail,N,Native,Dwellings & Furniture,,1661,Underived,1111-1111,1-AUG
Masculine,Masculine,Yes,Variable-Masc,External,I,N,ʃigim,CVCVC,m,ʃ,N,terracotta pot,pot en terre cuite,N,Native,Dwellings & Furniture,,1671,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,gʷmz,CCC,z,g,N,inch,pouce,N,Native,Quantity & Number,,1673,Underived,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Internal,I,N,gʒdi,CCCV,i,g,N,wooden beam,poutre en bois,N,Native,Dwellings & Furniture,,1687,Underived,1111-1111,5-DIM
Feminine,Feminine,Yes,Variable-Fem,External,I,N,mʁil,CCVC,l,m,N,tail,queue,N,Native,Body Parts & Functions,,1732,Underived,1111-1111,1-AUG
Masculine,Neutral,,Neutral,Internal,I,Y,!mlzi,CCCV,i,m,Y,one who has a sprain,qui a une entorse,Y,Native,Body Parts & Functions,NonSpec,1734,Tifrdi,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,!sid,CVC,d,s,N,rage,rage,N,Native,Emotion,,1743,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,I,N,!nrfd,CCCC,d,n,N,spleen,rate,N,Native,Body Parts & Functions,,1754,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,ʁzr,CCC,r,ʁ,N,ravine,ravin,N,Native,Physical World,,1756,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,I,N,!gzzl,CCCC,l,g,N,"kidney, kidney","rein, rognon",N,Native,Body Parts & Functions,,1777,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,murig,CVCVC,g,m,N,"singing, poetry","chant, poésie",N,Native,Language & Music,,1795,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,Internal,I,N,fnʃkkr,CCCCCC,r,f,N,hoof,sabot,N,Native,Clothing & Adornment,,1838,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,blis,CCVC,s,b,Y,Satan,satan,N,Arabic-Assimilated,Religion & Beliefs,NonSpec,1863,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,giʒʒi,CVCCV,i,g,Y,beetle,scarabée,N,Native,Animals,NonSpec,1879,Underived,1111-0000,
Masculine,Neutral,,Neutral,Mixed,I,Y,ʁirdm,CVCCC,m,ʁ,Y,scorpion,scorpion,N,Native,Animals,NonSpec,1882,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,rifi,CVCV,i,r,N,thirst,soif,N,Native,Food & Drink,,1950,Action Nouns,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,I,N,ħnbl,CCCC,l,ħ,N,carpetblanket,tapiscouverture,N,Native,Dwellings & Furniture,,2024,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,ʒiχχi,CVCCV,i,ʒ,N,sandstorm,tempête de sable,N,Native,Physical World,,2037,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,dqqi,CCCV,i,d,N,terracotta (object made of ...),"terre cuite, (objet fait de...)",N,Native,Physical Acts & Materials,,2043,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,Internal,I,N,!frzzi,CCCCV,i,f,N,"shard, splinter","tesson, éclat",N,Native,Physical Acts & Materials,,2045,Underived,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,Internal,I,N,!mdl,CCC,l,m,N,"grave, grave slab","tombe, dalle tombale",N,Native,Body Parts & Functions,,2067,Instrumental Nouns,0000-1111,
Masculine,Masculine,,Fixed-Masc,External,I,N,ggig,CCVC,g,g,N,thunder,tonnerre,N,Native,Physical World,,2071,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,krr,CCC,r,k,N,"trail, trace, worn thing","trainée, chose usée",N,Native,Physical Acts & Materials,,2092,Underived,1100-0000,
Feminine,Feminine,Yes,Variable-Fem,Internal,I,N,ʃnbi,CCCV,i,ʃ,N,hole,trou,N,Native,Physical World,,2126,Underived,1111-1111,1-AUG
Feminine,Feminine,Yes,Variable-Fem,Internal,I,N,nqbi,CCCV,i,n,N,hole,trou,N,Native,Physical World,,2127,Underived,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,niʁi,CVCV,i,n,Y,person killed in action,tué au combat,Y,Native,Warfare & Hunting,NonSpec,2128,Agentives,1111-0000,
Masculine,Masculine,Yes,Variable-Masc,Mixed,I,N,bʃʃi,CCCV,i,b,N,vagina,vagin,N,Native,Body Parts & Functions,,2147,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,rigg,CVCC,g,r,N,steam,vapeur,N,Native,Physical World,,2157,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,wiz,CVC,z,w,N,eve,veille,N,Native,Quantity & Number,,2164,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,wizi,CVCV,i,w,N,support vigil,veillée d'entraide,N,Native,Social Relations,,2165,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,Mixed,I,N,ʒiwwi,CVCCV,i,ʒ,N,strong wind,vent fort,N,Native,Physical World,,2168,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,External,I,N,mʁil,CCVC,l,m,N,penis,verge,N,Native,Body Parts & Functions,,2173,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Mixed,I,N,ʁrsi,CCCV,i,ʁ,Y,"victim, sacrifice in a festival","victime, sacrifice",Y,Native,Emotion,NonSpec,2186,Action Nouns,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,ddr,CCC,r,d,Y,"living person (first name, used after preceding baby lost)",vivant (prénom),Y,Native,Mankind,NonSpec,2196,Agentives,1100-0000,
Masculine,Neutral,,Neutral,External,I,Y,mikr,CVCC,r,m,Y,thief,voleur,Y,Native,Social Relations,NonSpec,2209,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,!zri,CCV,i,z,N,view,vue,N,Native,Sense Perception,,2217,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,External,I,N,mkil,CCVC,l,m,N,plate,assiette,N,Native,Food & Drink,,2222,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,External,I,N,ʃiʃ,CVC,ʃ,ʃ,N,esparto cup,couffe en alfa,N,Native,Food & Drink,,2225,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,zinna,CVCCV,a,z,N,sling,fronde,N,Native,Body Parts & Functions,,2238,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,!dgam,CCVC,m,d,N,yesterday,hier,N,Native,Time,,2424,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,I,N,flani,CCVCV,i,f,N,unknown,untel,N,Arabic-Assimilated,Mind & Thought,,2426,Underived,1100-0000,
Masculine,Neutral,,Neutral,Mixed,I,Y,gdmi,CCCV,i,g,Y,guests,invités,Y,Native,Social Relations,NonSpec,2427,Underived,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,I,N,malass,CVCVCC,s,m,N,week,semaine,N,Native,Time,,2429,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,I,N,fijji,CVCCV,i,f,N,meat,viande,N,Native,Food & Drink,,2654,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,Mixed,I,N,mzgida,CCCVCV,a,m,N,mosque,mosquée,N,Arabic-Assimilated,Religion & Beliefs,,2658,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,Mixed,I,N,zbibi,CCVCV,i,z,N,fruit,fruits laissés sécher dans l'arbre,N,Native,Food & Drink,,2659,Underived,0000-1111,
Feminine,Feminine,,Fixed-Fem,External,I,N,mrmd,CCCC,d,m,Y,squid,calmar,N,Native,Physical World,NonSpec,2698,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,Internal,I,N,ssgni,CCCCV,i,s,Y,Orphie,Orphée,N,Native,Physical World,NonSpec,2700,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lmʕzz,CCCCC,z,l,N,affection,affection,N,Arabic-Assimilated,Emotion,,1,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lʕssa,CCCCV,a,l,N,act of standing on guard or watch,la garde,N,Arabic-Unassimilated,Sense Perception,,2,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!lkdran,CCCCVC,n,l,N,tar,goudron,N,Arabic-Unassimilated,Physical Acts & Materials,,3,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lʕum,CCVC,m,l,N,swimming,nage,N,Arabic-Unassimilated,Motion & Transportation,,4,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!drikuk,CCVCVC,k,d,Y,horsefly,taon,N,Native,Animals,NonSpec,5,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ajdr,VCCC,r,a,N,stubble,chaume,N,Native,Body Parts & Functions,,6,Underived,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,No Plural,Zero,N,ammaj,VCCVC,j,a,N,To do,To do,N,Native,Agriculture & Vegetation,,24,Action Nouns,1100-1100,5-UNIT
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,aga,VCV,a,a,N,curse,malédiction,N,Native,Language & Music,,42,Underived,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,adaw,VCVC,w,a,N,back (of animal),dos (animal),N,Native,Body Parts & Functions,,43,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,id Plural,Zero,N,mafaman,CVCVCVC,n,m,Y,dowser,sourcier,Y,Native,Agriculture & Vegetation,NonSpec,45,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,!agʷrd,VCCC,d,a,N,"back, rear",arrière,N,Native,Spatial Relations,,46,Underived,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,aʒʒgal,VCCCVC,l,a,N,kind of bag or satchel,sorte de sac ou gibecière,N,Native,Clothing & Adornment,,55,Underived,1111-1111,5-DIM
Masculine,Masculine,,Fixed-Masc,External,Zero,N,ussif,VCCVC,f,u,N,splinter,écharde,N,Native,Body Parts & Functions,,61,Underived,1111-0000,
Feminine,Feminine,Yes,Variable-Fem,External,Zero,N,uzlim,VCCVC,m,u,N,scissors,ciseaux,N,Native,Physical Acts & Materials,,62,Underived,1111-1111,1-AUG
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,adaj,VCVC,j,a,N,toponym,toponyme,N,Native,Physical World,,67,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lmgzzr,CCCCCC,r,l,N,slaughterhouse,abattoir,N,Arabic-Assimilated,Agriculture & Vegetation,,80,Underived,0000-1100,
Feminine,Feminine,Yes,Variable-Fem,External,Zero,N,ukkim,VCCVC,m,u,N,beating,action de battre,N,Native,Physical Acts & Materials,,95,Ukris,1111-1111,1-AUG
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,arrag,VCCVC,g,a,N,act of breaking,action de casser,N,Native,Physical Acts & Materials,,97,Action Nouns,1111-1111,5-UNIT
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,addal,VCCVC,l,a,N,"act of covering, shawl","action de couvrir, châle",N,Native,Physical Acts & Materials,,100,Action Nouns,1111-1111,5-DIM
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ijji,VCCV,i,i,N,act of striking,action de frapper,N,Native,Physical Acts & Materials,,107,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,lkmi,CCCV,i,l,N,act of smoking,"action de fumer, de quoi fumer",N,Native,Body Parts & Functions,,108,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,attaf,VCCVC,f,a,N,act of plucking,action de plumer,N,Native,Physical Acts & Materials,,117,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,untla,VCCCV,a,u,N,act of hiding,action de se cacher,N,Native,Spatial Relations,,125,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ankra,VCCCV,a,a,N,act of getting up,"action de se lever, rut",N,Native,Spatial Relations,,126,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ikni,VCCV,i,i,N,act of leaning,action de se pencher,N,Native,Spatial Relations,,127,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,awwaj,VCCVC,j,a,N,act of carrying,action d'emmener,N,Native,Motion & Transportation,,134,Action Nouns,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,awwas,VCCVC,s,a,N,aid (act of helping someone),aide,N,Native,Social Relations,,144,Action Nouns,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ismmji,VCCCCV,i,i,N,"bitterness, acidity","aigreur, acidité",N,Native,Sense Perception,,149,Result of Verbal Action - WIP,0000-1100,
Masculine,Masculine,Yes,Variable-Masc,Internal,Zero,N,alluz,VCCVC,z,a,N,almond,amande,N,Arabic-Assimilated,Food & Drink,,169,Underived,1100-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,iddukkla,VCCVCCCV,a,i,N,friendship,amitié,N,Native,Social Relations,,174,Action Nouns,0000-1100,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ajri,VCCV,i,a,N,love,amour,N,Native,Emotion,,175,Result of Verbal Action - WIP,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,ħubban,CVCCVC,n,ħ,N,love (pejorative).,amoureux (péj.),N,Arabic-Assimilated,Emotion,,176,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,!lhdr,CCCC,r,l,N,"fun, party","amusement, fête",N,Arabic-Assimilated,Language & Music,,178,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,!azʁa,VCCV,a,a,N,angina,"amygdales, angine",N,Native,Body Parts & Functions,,183,Underived,1111-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,lbriħ,CCCVC,ħ,l,N,"announcement of news, shouted","annonce d'une nouvelle, criée",N,Arabic-Unassimilated,Language & Music,,186,Underived,1100-0000,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,addaj,VCCVC,j,a,N,support,appui,N,Native,Social Relations,,193,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,aʕrab,VCCVC,b,a,Y,Arabic,arabe,Y,Arabic-Assimilated,Social Relations,NonSpec,196,Underived,1111-1111,5-POLY
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,addag,VCCVC,g,a,N,"tree, bush","arbre, buisson",N,Native,Agriculture & Vegetation,,197,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,uʃʃrka,VCCCCV,a,u,N,association,association,N,Arabic-Assimilated,Social Relations,,208,Action Nouns,0000-1100,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,llhf,CCCC,f,l,N,greed,avidité,N,Arabic-Assimilated,Motion & Transportation,,222,Underived,1100-0000,
Feminine,Feminine,,Fixed-Fem,External,Zero,N,arras,VCCVC,s,a,N,broom,balai,N,Native,Physical Acts & Materials,,233,Instrumental Nouns,0000-1111,
Feminine,Feminine,,Fixed-Fem,External,Zero,N,alaj,VCVC,j,a,N,broom,balai,N,Native,Physical Acts & Materials,,234,Underived,0000-1111,
Masculine,Masculine,,Fixed-Masc,No Plural,Zero,N,arras,VCCVC,s,a,N,sweep,balayage,N,Native,Sense Perception,,236,Action Nouns,1100-0000,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,ukris,VCCVC,s,u,N,bundle,balluchon,N,Native,Physical Acts & Materials,,240,Ukris,1111-1111,5-DIM
Masculine,Masculine,Yes,Variable-Masc,Mixed,Zero,N,amar,VCVC,r,a,N,beard,barbe,N,Native,Body Parts & Functions,,243,Underived,1111-1111,5-DIM
Masculine,Neutral,,Neutral,External,Zero,Y,umlil,VCCVC,l,u,Y,white,blanc,Y,Native,Sense Perception,NonSpec,286,Agentives,1111-1111,
Masculine,Masculine,,Fixed-Masc,External,Zero,N,ird,VCC,d,i,N,wheat,blé,N,Native,Agriculture & Vegetation,,288,Underived,1111-0000,
Feminine,Feminine,,Fixed-Fem,Internal,Zero,N,iggs,VCCC,s,i,N,injury,blessure,N,Native,Body Parts & Functions,,293,Action Nouns,0000-1111,
Masculine,Masculine,Yes,Variable-Masc,External,Zero,N,aggas,VCCVC,s,a,N,injury,blessure,N,Native,Body Parts & Functions,,294,Action Nouns,1111-1111,5-UNIT
Feminine,Feminine,,Fixed-Fem,No Plural,Zero,N,ama,VCV,a,a,N,edge,bord,N,Native,Spatial Relations,,303,Underived,0000-1100,
Masculine,Masculine,,Fixed-Masc,Mixed,Zero,N,ir,VC,r,i,N,edge,bord,N,Native,Spatial Relations,,304,Underived,1111-0000,
